	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	3 0.000000 -1.570796 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	3 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	4 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 -1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	4 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	3 0.000000 3.141593 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	1 0.000000 0.000000 0.000000
	3 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	1 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	4 0.000000 1.570796 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
	0 0.000000 0.000000 0.000000
MAP_XZ_END

END_SCRIPT		# この行は絶対消さないこと！
